龙神_qia槟榔！,怼怼,5,龙神:教练  我想打中单
徐大炮,怼怼,8,酱爆
团控,无粉丝牌,-1,酱爆 你变了
有人搞事呀,怼怼,8,酱爆
eye晴,怼怼,11,龙神，你那句还想打次TI，承载着我的梦想，很开心和你一起做梦
ε»゛ 人生若只如初见,怼怼,6,龙神牛逼
newqq_o0xra6ljd,无粉丝牌,-1,那时候宝哥不在么
稽蓦。，等待,Kaer,3,666666666666
无常☀,无粉丝牌,-1,这片子叫什么
¯—T•A•N•G•G◆,怼怼,5,刚刚
newqq_sj3zgz_ss,无粉丝牌,-1,xinq
胡十八,无粉丝牌,-1,好希望再一次看的你们这些老逼的ID出现在TI舞台啊
听雨声盼永恒,无粉丝牌,-1,🦅哥
巨龙苏醒！！,怼怼,11,这是啥视频？
逆流时光终知光阴沧桑,无粉丝牌,-1,3q
YaphetS.邪君,无粉丝牌,-1,宝哥教练
lovezou,无粉丝牌,-1,宝哥教练啊
zhou宝龙.五二狼,怼怼,8,ed吧
信仰,无粉丝牌,-1,人呢？
riZe,无粉丝牌,-1,头好大
Yigle,无粉丝牌,-1,懂事啊
Xiao2是小饭碗,怼怼,10,哭，都给我哭
龙神落地成盒,无粉丝牌,-1,情谊啊
丶『Mraz』 。,怼怼,3,宝哥是教练
半城々残雪,怼怼,8,宝哥是教练
天秀,怼怼,8,大大大
Valonflame,无粉丝牌,-1,宝哥当时是教练来的
黄翔哥哥牛逼,怼怼,10,凶相
改名,怼怼,5,这啥视频
龙神落地成盒,无粉丝牌,-1,情谊暴走
道门顶峰剑子仙迹,怼怼,12,BGM声音忒大了吧
给我小龙人一个面子,怼怼,11,教练🐍
D2·1st,无粉丝牌,-1,这片子叫灌篮高手
riZe,无粉丝牌,-1,这头真大
Lonely Cube,怼怼,9,2333333
๑▔◡◡▔๑ 黄翔技校吹B专业博士,怼怼,9,这个老逼是谁
离殇之雪,孤存,8,哈哈哈哈哈哈哈
RODDICK,无粉丝牌,-1,龙神牛逼
乖萌可爱美少年,怼怼,6,666666
兔音堂-观月,无粉丝牌,-1,全是大神
隔壁小赵,怼怼,1,666
逆流时光终知光阴沧桑,无粉丝牌,-1,🐍🐍
YukPun?,无粉丝牌,-1,哈哈哈哈哈哈这个，？，？？？
易梦寒月,怼怼,8,哈哈哈哈
乌鸦WuyAAA ๑,怼怼,14,哈哈哈
认真的神,怼怼,5,你说嘴巴嘟嘟嘟
Pofei龙！,怼怼,18,来了
球哥素质粉,无粉丝牌,-1,胖头鱼
哈库拉马塔塔,无粉丝牌,-1,为毛你是黑白的啊
认真的神,怼怼,5,嘟嘟嘟嘟
Lonely Cube,怼怼,9,2333333
大唐,怼怼,17,。。
温柔,无粉丝牌,-1,哈哈哈
邪恶killeR,怼怼,19,哭！！都给我哭！！！
newqq_05lz1ti9r,无粉丝牌,-1,.......
野见愁,怼怼,7,龙神就一张遗照？
July,无粉丝牌,-1,来了
龙神维秘内衣秀,丸仔,1,龙神，剧透是拉比克至宝了
2201370468yy,无粉丝牌,-1,他lei了
天秀,怼怼,8,画风怎么
逆流时光终知光阴沧桑,无粉丝牌,-1,红红火火恍恍惚惚
Gg,怼怼,7,哈哈哈哈
电竞阿迪王,无粉丝牌,-1,233333333
空白,怼怼,9,哭
老逼龙你又膨胀了,怼怼,12,龙神的两秒钟
浪客剑心,怼怼,4,。。。
废纸O_o,怼怼,10,看啊
Lonely Cube,怼怼,9,2333333
Valonflame,无粉丝牌,-1,哈哈哈哈 别跳啊
Pofei龙！,怼怼,18,都给老子哭！
😱,无粉丝牌,-1,看啊
Tc,怼怼,7,？！
兔音堂-观月,无粉丝牌,-1,最辉煌的时代吧
EraGon.do,怼怼,3,哈哈哈哈哈哈哈哈
Mr.冰【1010部队】,Rlon,3,哈哈哈
*C*=GreatSky=/CD,怼怼,8,哈哈哈
龙神_qia槟榔！,怼怼,5,别快进啊
iO,怼怼,8,？？？？？？？？
乌鸦WuyAAA ๑,怼怼,14,都给老子哭
给我小龙人一个面子,怼怼,11,2333333
Tc,怼怼,7,？？？
徐大炮,怼怼,8,？？？？？？？？？？
Frenemy,无粉丝牌,-1,别快进啊
赌石,怼怼,7,？？？？？
oba,怼怼,8,别快进呀
龙神牛逼龙神天秀,怼怼,7,看啊
窝不听窝不听,怼怼,13,放啊
逆流时光终知光阴沧桑,无粉丝牌,-1,看啊
Suriii,怼怼,14,听啊
