banana,怼怼,12,弹幕跟龙神能一起祝我生日快乐吗。谢谢，lsnb.
小K-May J Lee,无粉丝牌,-1,还有全明星赛
jiadw007,怼怼,2,一个8月24，一个8月25，你就蒙蔽了？？？
徐凯山,无粉丝牌,-1,对的
大西洋的旗鱼,无粉丝牌,-1,LGD8/25
狂放不羁乖宝宝,无粉丝牌,-1,第三场应该是毛子和op的胜者打eg
带走妳の余温,o萌o,4,今天24对的
DK理性粉,怼怼,13,别放毒真的受不了
柠檬绿茶前辈,无粉丝牌,-1,没打呢，赛程没出
赶紧组织major,怼怼,11,eg的对手还没出来呢，肯定不显示啊
慕语晨（掌缘生灭）,怼怼,10,今天4个bo3
鹿男饭,董导,11,今天3场b03
摆渡人,无粉丝牌,-1,李逵打的队还没出来
爱情是奢侈品不知道怎么玩,怼怼,9,对的啊，你看日期啊！老逼龙
我不爱唱情歌,怼怼,7,那个是8月25日凌晨
泠叔叔,怼怼,12,三场啊  另一个败者组要看今天谁下来啊
小K-May J Lee,无粉丝牌,-1,所以正赛只有两组吧
about:blank,无粉丝牌,-1,这是中国时间谢谢
听不懂你懂不懂,怼怼,12,这两场不打完 后面两个bo3对手都没有
喝百威的小鱼,怼怼,7,龙神🐮壁
X！,怼怼,12,这俩打完胜者打下面的啊
xu琰,怼怼,19,老逼晚上好呀
耐╮(╯▽╰)╭何妨,无粉丝牌,-1,Og把自己玩下去了吗
风花雪月,无粉丝牌,-1,今天准点开骂
金枪难道排骨逼,无粉丝牌,-1,深夜放毒环节呢
张楷,无粉丝牌,-1,请问这是大黄的直播间吗
在下姬霸常,怼怼,11,尼玛前面两场打完才有第三场啊
徐凯山,无粉丝牌,-1,三四场要看胜者是谁
在下豆子王,怼怼,23,龙神牛逼
请叫我龙爷,怼怼,7,放毒咚咚咚
1743051769yy,怼怼,7,王刚呀，别划了呀
肥腻难学死,无粉丝牌,-1,对的啊，第三场还没出，不能出竞猜啊龙神
dota,怼怼,14,龙神看你直播，我工作十二个小时请假才能看
forever,怼怼,7,老逼晚上好！
