哦呀呀！,怼怼,9,哈哈哈哈哈哈
Merciless,无粉丝牌,-1,液体啊
不解释,怼怼,4,龙神开摄像头啊
斯嘉蒂ˉ,怼怼,5,血压拉满
何度、,怼怼,10,毛子无敌啊~
相见不如怀念,怼怼,9,？？？
良,怼怼,1,看皮鞋
口吐泡泡的秀不死你,怼怼,20,LGD 咚咚咚
Donkey_Ever,无粉丝牌,-1,nb从不让人失望
笑看风云,怼怼,11,看lgd
冬瓜君,怼怼,6,看eg吧听说最近eg挺厉害的了解一下
1620949990yy,怼怼,9,年纪大了，算了
江大神,怼怼,11,哈哈哈哈哈哈
清风,无粉丝牌,-1,IG
爱新觉罗-微末,无粉丝牌,-1,看皮鞋啊
请叫我9527,无粉丝牌,-1,李逵打司机
患者,无粉丝牌,-1,谁奶一下eg啊
口吐泡泡的秀不死你,怼怼,20,LGD 咚咚咚
浪客剑心,怼怼,4,NB只要拿2分就能前4了
QAQ,无粉丝牌,-1,鼻音拉满
琛仔仔,怼怼,8,救心丸该吃了，看！
把握四九,怼怼,10,开色相头啊
寂寞小熊,无粉丝牌,-1,nb从不让人失望
恩赐解脱,无粉丝牌,-1,年纪轻轻看什么
河边一只蛙,无粉丝牌,-1,明天不上班
笑看风云,怼怼,11,lgd啊
Samsons,怼怼,5,66666666
1620949990yy,怼怼,9,LGF
我叫小叮当,无粉丝牌,-1,压毛子赢啊，那就不难受了
请叫我9527,无粉丝牌,-1,看李逵和司机
Gate,无粉丝牌,-1,LGD！LGD!
沈佳期,怼怼,8,不难受啊 2:0  20投
Zhou宝龙.点点点,怼怼,11,都可一啊
so,无粉丝牌,-1,艺术
1620949990yy,怼怼,9,lgd
角落,怼怼,11,年纪轻轻
Blue Blue,无粉丝牌,-1,Lgd啊这轮很关键
在后面喊666的咸鱼,怼怼,9,迷你司机还可以
打死这老逼,怼怼,7,就怕调不大
反向吃鸡,怼怼,4,肯定看EE呀
june,董导,10,666666666
zhou宝龙.瓢儿白,怼怼,12,666
凝渊,无粉丝牌,-1,艺术家不错啊
Gotta Have You,怼怼,2,李狗蛋
暗黑嘿嘿嘿～,怼怼,5,永仁牛逼哈哈艺术家。
爱新觉罗-微末,无粉丝牌,-1,年纪轻轻看什么nb
灵魂摆渡人,怼怼,11,6666666666
Samsons,怼怼,5,2333333
Samsons,怼怼,5,0.0
最后才顺其自然看花开无声,怼怼,6,看李逵啊
空格休止符,无粉丝牌,-1,nb没了呀
Mr.F,无粉丝牌,-1,龙神 你要不要休息啊
纯阳甲字声望商,怼怼,10,小组第一啊
Gotta Have You,怼怼,2,李狗蛋李狗蛋
请继续.,无粉丝牌,-1,难受也要看啊
浪客剑心,怼怼,4,nb要拿2分啊
001,无粉丝牌,-1,艺术家，艺术家。
业界良心longdd,怼怼,9,他强任他强 我看皮鞋yang
︶ㄣ訫❤眺 彡,怼怼,11,NB咚咚咚
Merciless,无粉丝牌,-1,李逵
Donkey_Ever,无粉丝牌,-1,当你觉得nb输定了的时候，他
清风,无粉丝牌,-1,NB要凉了
冷逸锋～,怼怼,7,都要祭出绝活了
凝渊,无粉丝牌,-1,肯定看永仁啊
Mr.F,无粉丝牌,-1,那么敬业干嘛
Reventon,无粉丝牌,-1,eg李逵啊！
oo殺,怼怼,9,今天nb能战平就不丢人
姚..........,怼怼,1,龙神我有你牌子了哈哈哈哈
有味道的屁,无粉丝牌,-1,lgd今天需要2：0
冬瓜君,怼怼,6,永仁艺术家之辉耀tk
看客,无粉丝牌,-1,还要打eg
错过！！！,怼怼,11,年纪大了，完了看看结果就行，不想血压拉满
尘封沦欤,无粉丝牌,-1,今天白天看了下，LGD打EG，两局两败
tj1227,无粉丝牌,-1,别问；只看大巴黎
我哥🎶挂机抢银行🎶,无粉丝牌,-1,现在两组谁垫底啊
落炎,怼怼,14,调YY的
笑看风云,怼怼,11,肯定是
不解释,怼怼,4,龙神开摄像头啊
fv&gt;虚空假面,无粉丝牌,-1,今天将会出现很多2：0
不解释,怼怼,4,666666666
药师,怼怼,10,NB和LGD都是5-5 中国队最好的战绩
龖 龘 纛 爨 灪 麤 彠 dá dá,怼怼,11,233333333333
Merciless,无粉丝牌,-1,eg对李逵啊
001,无粉丝牌,-1,龙神想看文艺复兴。
ฅ(⌯͒• ɪ •⌯͒)ฅ❣,怼怼,9,是的
斯嘉蒂ˉ,怼怼,5,没毛病
gandalfr614,怼怼,8,EG李逵啊
1620949990yy,怼怼,9,是的
再碰我就送,无粉丝牌,-1,龙神牛逼！
悠哉.,无粉丝牌,-1,666
怀草诗,无粉丝牌,-1,必须的，最大的敌人
SnaKe,无粉丝牌,-1,lgd打ig
Gate,无粉丝牌,-1,EG对李逵
XYZ,怼怼,8,66666
纯阳甲字声望商,怼怼,10,对的龙神牛逼
Aozaki Aoiko,怼怼,9,没毛病，龙神
淋着雨,怼怼,6,肯定看eg打李逵啊
姚..........,怼怼,1,现在是不是可以喷你了
笨啊,无粉丝牌,-1,EG 李逵
芴芒,无粉丝牌,-1,nb最好滚蛋
不解释,怼怼,4,龙神开摄像头啊
大校,无粉丝牌,-1,???
龙DD觉不丢人,无粉丝牌,-1,内战有什么好看的
再碰我就送,无粉丝牌,-1,龙神牛逼！
走狗,怼怼,12,我要看VGJ
GeorgeHUNG,怼怼,3,是的  你没有理解错
↘失落の殇、,无粉丝牌,-1,没错
甜灬咖啡,怼怼,13,666666
佐菲ZZZoffy,怼怼,12,这不看皮鞋？
似水流年,怼怼,15,聪明的小孩
反向吃鸡,怼怼,4,的确没理解错
随便!一切无所谓,怼怼,12,你理解错了。。。
马生芳,无粉丝牌,-1,老干爹
xu琰,怼怼,19,可以可以
再碰我就送,无粉丝牌,-1,龙神牛逼！
奶里有毒,无粉丝牌,-1,iglgd
Gate,无粉丝牌,-1,明天要加赛啊
123131,无粉丝牌,-1,是的
小黄毛,怼怼,5,是的
路过世界的旅行家。,无粉丝牌,-1,yes
无语灬心殇,怼怼,1,肯定的
泥粑粑,怼怼,9,你一场皮鞋的比赛都不看吗？
不解释,怼怼,4,龙神开摄像头啊
再碰我就送,无粉丝牌,-1,龙神牛逼！
风花雪月,无粉丝牌,-1,中国队有个可能胜者组的？
缘之you,英叔,14,中国队伍有那几支？
xu琰,无粉丝牌,-1,666666666666666666
xu琰,无粉丝牌,-1,6666666
