阿峰,无粉丝牌,-1,液体还会放精灵
［BOT］Tim,无粉丝牌,-1,电子竞技没有什么？
gsdg,怼怼,4,天天是这样的
1965243342yy,无粉丝牌,-1,电子竞技没有准时
马屁锋,堇三,3,我这个牌子的第一个字怎么读，我就不信有人知道
娱乐至上,怼怼,8,宝哥呢？
晴*┉*Young,怼怼,7,时差吧，这就估计是
邪恶killeR,怼怼,19,龙神你看好谁啊
战国,无粉丝牌,-1,感觉李逵胜
东莞鸭王,无粉丝牌,-1,狗弑欧巴帅帅帅
麻雀瓦舍,无粉丝牌,-1,打满三局我明早就可以看老干爹了，哈哈
fushpear,无粉丝牌,-1,从来就没有准时，或者说人人都很准时
Leaf,怼怼,3,决赛我想看OG对LGD
ΕchorsΔ,无粉丝牌,-1,都是老逼啊
燕青.,18cm,1,要开学了呀
why,怼怼,8,ppy大战kky
稀豆粉,无粉丝牌,-1,资本主义的五十分钟能叫五十分钟吗？
　小玖,无粉丝牌,-1,PSG.LGD   是中国队吗
hydraa,无粉丝牌,-1,🐍呢
小尤尤,无粉丝牌,-1,刚听完雕宝狗桃园三结义。。。。比赛开了。。我回来了
龙黑头子,无粉丝牌,-1,刚刚偷师LGD
ken.,vv丶,8,lgd回家了
zhou宝龙.司空,怼怼,16,宝哥在找被子
安爷,无粉丝牌,-1,大家好。
西住美穗,7911,9,秘密安排李逵啊！
说得轻巧°ゝ。,无粉丝牌,-1,光法出来不
魅影 苏兮,无粉丝牌,-1,龙神  看好谁？
别人家的孩纸,无粉丝牌,-1,鲷哥当年是第一大反派
但止于此,爹神,10,喷喷熊无敌
费斯,怼怼,9,蛇呢
请叫我小龙人,怼怼,10,油神呢
纯黑,军师,10,李逵是被lgd打下去的，有什么不解气
石头,涛滒,11,说明用是一个2:0，不影响下一场比赛时间
紫微┈━═☆破晓,无粉丝牌,-1,ssr卡是怎么得到的
魅影 苏兮,无粉丝牌,-1,龙神 看好谁？
青衣棋待诏,无粉丝牌,-1,放给液体精灵啊，GH精灵最近谜的很
🍤,浮誇,20,龙神知道狗四中野obg吗
阿峰,无粉丝牌,-1,小鹿
-,无粉丝牌,-1,想看李逵大战老干爹
Arsene,怼怼,9,拳酱，这个名字喊着喊着有感情了
Momo-5,无粉丝牌,-1,snake呢
丶颠小二,无粉丝牌,-1,lgd带我
荡漾,怼怼,11,拳酱要是把kky送走就好玩了
hanboychn,无粉丝牌,-1,6666666
教练,7911,10,Kky在秘密吗？
🍤,浮誇,20,龙神知道狗四中野obg吗
费斯,怼怼,9,蛇奶呢
Ivan_Bin,军师,7,今天3场么
在下头很硬,怼怼,10,2333333
-謎,无粉丝牌,-1,蜘蛛
2234466729yy,无粉丝牌,-1,陈 小鹿
Lin_,无粉丝牌,-1,拳酱加油！
风云ヾ大宁子,怼怼,10,给胖头盖被子啊
我只是一个过客,无粉丝牌,-1,5555
锋华,怼怼,11,说话声音小点啊 别吵到宝哥
Blue Blue,怼怼,3,鲷哥眼睛瞎了
你是不是瞎i,无粉丝牌,-1,秘密那里的
🍤,浮誇,20,龙神知道狗四中野obg吗
霜月村球王,无粉丝牌,-1,陈啊
ice rain,无粉丝牌,-1,最好秘密打李逵  把都都底牌亮尽
丶颠小二,无粉丝牌,-1,lgd的是几点呀
闲水野炎,怼怼,6,李逵的光法蓝胖有说法
lalala,无粉丝牌,-1,宝哥呢
朝阳区群众,无粉丝牌,-1,解说还是傻雕专业呀
战国,无粉丝牌,-1,李逵厉害点吧
动感超人,无粉丝牌,-1,怎么送卡啊？谁教教我
女仆粉丝louulouu,怼怼,15,那么问题来，到底睡不睡。不睡肯定熬不到lgd了
...,怼怼,7,秘密给点力 送厅长回家啊
🍤,浮誇,20,龙神知道狗四中野obg吗
fff,怼怼,4,这不是秘密先ban先选吗
对面的女孩看过奶,怼怼,9,批批外大战KK外
